Line,Sample,Lat,Lon,Mark,Status,GPSStat,GPSalt,Time[ms],Time[hhmmss.sss],PowerLn,I_450Hz,Q_450Hz,I_1530Hz,Q_1530Hz,I_5310Hz,Q_5310Hz,I_18330Hz,Q_18330Hz,I_63030Hz,Q_63030Hz,QSum
 0,  22,  39.75151905,-105.22103769,   0,0,1, 1761.08, 75978111.000,210618.1110,   53.3, 6.75363e+003, 1.71826e+003, 7.72910e+003, 1.66303e+003, 8.70396e+003, 2.24681e+003, 1.03121e+004, 5.00818e+003, 1.46483e+004, 1.05723e+004, 2.12086e+004
 0,  23,  39.75151903,-105.22103771,   0,0,1, 1761.09, 75978211.000,210618.2110,   53.6, 6.73207e+003, 1.76213e+003, 7.71313e+003, 1.68948e+003, 8.87504e+003, 2.16695e+003, 1.03634e+004, 4.91457e+003, 1.47160e+004, 1.06518e+004, 2.11849e+004
 0,  24,  39.75151900,-105.22103773,   0,0,1, 1761.10, 75978311.000,210618.3110,   53.3, 6.74646e+003, 1.80994e+003, 7.88251e+003, 1.76204e+003, 8.71978e+003, 2.18371e+003, 1.02365e+004, 5.01189e+003, 1.49501e+004, 1.06672e+004, 2.14348e+004
 0,  25,  39.75151897,-105.22103775,   0,0,1, 1761.11, 75978411.000,210618.4110,   53.5, 6.79491e+003, 1.84505e+003, 7.96902e+003, 1.79186e+003, 8.68777e+003, 2.23671e+003, 1.01715e+004, 5.14494e+003, 1.50336e+004, 1.06311e+004, 2.16496e+004
 0,  26,  39.75151894,-105.22103777,   0,0,1, 1761.12, 75978511.000,210618.5110,   53.5, 6.67438e+003, 1.77986e+003, 8.01676e+003, 1.68608e+003, 8.68498e+003, 2.13465e+003, 1.01619e+004, 5.21040e+003, 1.49497e+004, 1.05419e+004, 2.13529e+004
 0,  27,  39.75151892,-105.22103779,   0,0,1, 1761.13, 75978611.000,210618.6110,   53.1, 6.64847e+003, 1.73325e+003, 7.96115e+003, 1.72130e+003, 8.81752e+003, 2.21778e+003, 1.02179e+004, 5.23847e+003, 1.48785e+004, 1.05556e+004, 2.14664e+004
 0,  28,  39.75151889,-105.22103781,   0,0,1, 1761.14, 75978711.000,210618.7110,   53.7, 6.66974e+003, 1.76238e+003, 7.92906e+003, 1.75121e+003, 8.81652e+003, 2.13390e+003, 1.02551e+004, 5.14345e+003, 1.49335e+004, 1.07747e+004, 2.15657e+004
 0,  29,  39.75151886,-105.22103783,   0,0,1, 1761.15, 75978811.000,210618.8110,   52.5, 6.69698e+003, 1.78995e+003, 7.94686e+003, 1.66150e+003, 8.75032e+003, 2.20735e+003, 1.02052e+004, 4.95859e+003, 1.49985e+004, 1.07728e+004, 2.13902e+004
 0,  30,  39.75151883,-105.22103785,   0,0,1, 1761.16, 75978911.000,210618.9110,   52.9, 6.72465e+003, 1.77853e+003, 7.95425e+003, 1.69615e+003, 8.87797e+003, 2.11633e+003, 1.01343e+004, 5.01514e+003, 1.48894e+004, 1.05518e+004, 2.11580e+004
 0,  31,  39.75151881,-105.22103786,   0,0,1, 1761.17, 75979011.000,210619.0110,   52.1, 6.68147e+003, 1.76482e+003, 8.07985e+003, 1.65678e+003, 8.63770e+003, 2.09380e+003, 1.01111e+004, 5.05063e+003, 1.48161e+004, 1.05182e+004, 2.10843e+004
 0,  32,  39.75151878,-105.22103788,   0,0,1, 1761.18, 75979111.000,210619.1110,   52.8, 6.71742e+003, 1.80902e+003, 8.12117e+003, 1.59077e+003, 8.65210e+003, 2.16489e+003, 1.02211e+004, 5.11918e+003, 1.49463e+004, 1.06643e+004, 2.13481e+004
 0,  33,  39.75151875,-105.22103790,   0,0,1, 1761.19, 75979211.000,210619.2110,   53.0, 6.74084e+003, 1.81924e+003, 8.03236e+003, 1.53101e+003, 8.72845e+003, 2.05280e+003, 1.02995e+004, 5.16945e+003, 1.49464e+004, 1.08471e+004, 2.14196e+004
 0,  34,  39.75151872,-105.22103792,   0,0,1, 1761.20, 75979311.000,210619.3110,   53.0, 6.72642e+003, 1.82744e+003, 7.98764e+003, 1.47509e+003, 8.81458e+003, 2.15316e+003, 1.02705e+004, 5.16227e+003, 1.47853e+004, 1.08897e+004, 2.15077e+004
 0,  35,  39.75151869,-105.22103794,   0,0,1, 1761.21, 75979411.000,210619.4110,   53.5, 6.72305e+003, 1.78485e+003, 8.07052e+003, 1.50856e+003, 8.81400e+003, 2.14131e+003, 1.02700e+004, 5.16365e+003, 1.48006e+004, 1.07739e+004, 2.13723e+004
 0,  36,  39.75151866,-105.22103796,   0,0,1, 1761.22, 75979511.000,210619.5110,   52.5, 6.70456e+003, 1.70172e+003, 8.03141e+003, 1.53597e+003, 8.71414e+003, 2.26950e+003, 1.03271e+004, 5.11622e+003, 1.49440e+004, 1.06107e+004, 2.12341e+004
 0,  37,  39.75151863,-105.22103798,   0,0,1, 1761.23, 75979611.000,210619.6110,   52.2, 6.67958e+003, 1.71667e+003, 7.90479e+003, 1.60300e+003, 8.86705e+003, 2.29045e+003, 1.03633e+004, 5.14914e+003, 1.50200e+004, 1.05137e+004, 2.12729e+004
 0,  38,  39.75151860,-105.22103800,   0,0,1, 1761.24, 75979711.000,210619.7110,   52.3, 6.65618e+003, 1.71497e+003, 7.79268e+003, 1.57917e+003, 8.78913e+003, 2.15224e+003, 1.03099e+004, 5.23710e+003, 1.48726e+004, 1.05684e+004, 2.12519e+004
 0,  39,  39.75151857,-105.22103802,   0,0,1, 1761.24, 75979811.000,210619.8110,   53.3, 6.74566e+003, 1.72193e+003, 7.75828e+003, 1.56314e+003, 8.87466e+003, 2.28056e+003, 1.02404e+004, 5.17787e+003, 1.48622e+004, 1.07887e+004, 2.15322e+004
 0,  40,  39.75151854,-105.22103804,   0,0,1, 1761.25, 75979911.000,210619.9110,   53.3, 6.76166e+003, 1.74462e+003, 7.82190e+003, 1.57564e+003, 8.84161e+003, 2.28519e+003, 1.02590e+004, 5.04982e+003, 1.48471e+004, 1.07805e+004, 2.14358e+004
 0,  41,  39.75151851,-105.22103806,   0,0,1, 1761.26, 75980011.000,210620.0110,   53.1, 6.75811e+003, 1.70302e+003, 7.84679e+003, 1.64678e+003, 8.74493e+003, 2.36255e+003, 1.03204e+004, 5.00019e+003, 1.47307e+004, 1.07500e+004, 2.14626e+004
 0,  42,  39.75151848,-105.22103808,   0,0,1, 1761.27, 75980111.000,210620.1110,   53.0, 6.75944e+003, 1.72177e+003, 7.77157e+003, 1.62367e+003, 8.78832e+003, 2.23122e+003, 1.03342e+004, 4.89482e+003, 1.47641e+004, 1.08593e+004, 2.13308e+004
 0,  43,  39.75151845,-105.22103810,   0,0,1, 1761.28, 75980211.000,210620.2110,   53.1, 6.69624e+003, 1.73525e+003, 7.80500e+003, 1.66973e+003, 8.64813e+003, 2.17513e+003, 1.03327e+004, 4.96685e+003, 1.48863e+004, 1.08116e+004, 2.13586e+004
 0,  44,  39.75151842,-105.22103811,   0,0,1, 1761.29, 75980311.000,210620.3110,   52.9, 6.79549e+003, 1.70739e+003, 7.91615e+003, 1.75226e+003, 8.78916e+003, 2.22736e+003, 1.03912e+004, 5.08801e+003, 1.48711e+004, 1.07387e+004, 2.15137e+004
 0,  45,  39.75151839,-105.22103811,   0,0,1, 1761.30, 75980411.000,210620.4110,   53.0, 6.89295e+003, 1.73718e+003, 7.85475e+003, 1.73379e+003, 8.79878e+003, 2.10676e+003, 1.04010e+004, 5.03260e+003, 1.49022e+004, 1.07601e+004, 2.13704e+004
 0,  46,  39.75151836,-105.22103812,   0,0,1, 1761.31, 75980511.000,210620.5110,   53.2, 6.87433e+003, 1.77863e+003, 7.82910e+003, 1.72616e+003, 8.72500e+003, 2.25017e+003, 1.03576e+004, 4.97610e+003, 1.49113e+004, 1.07420e+004, 2.14730e+004
 0,  47,  39.75151833,-105.22103812,   0,0,1, 1761.31, 75980611.000,210620.6110,   54.2, 6.80587e+003, 1.74649e+003, 7.88450e+003, 1.66400e+003, 8.64619e+003, 2.16196e+003, 1.03131e+004, 5.00404e+003, 1.48510e+004, 1.06295e+004, 2.12060e+004
 0,  48,  39.75151830,-105.22103813,   0,0,1, 1761.32, 75980711.000,210620.7110,   54.3, 6.76531e+003, 1.73994e+003, 7.89681e+003, 1.66266e+003, 8.62805e+003, 2.17322e+003, 1.02842e+004, 5.08858e+003, 1.48633e+004, 1.05991e+004, 2.12635e+004
 0,  49,  39.75151827,-105.22103814,   0,0,1, 1761.33, 75980811.000,210620.8110,   53.8, 6.82778e+003, 1.74538e+003, 7.92994e+003, 1.67304e+003, 8.76157e+003, 2.19850e+003, 1.02852e+004, 5.02779e+003, 1.50219e+004, 1.06596e+004, 2.13043e+004
 0,  50,  39.75151824,-105.22103814,   0,0,1, 1761.34, 75980911.000,210620.9110,   54.1, 6.87608e+003, 1.70867e+003, 7.98709e+003, 1.60707e+003, 8.63060e+003, 2.14913e+003, 1.02440e+004, 4.95982e+003, 1.48328e+004, 1.06496e+004, 2.10743e+004
 0,  51,  39.75151821,-105.22103815,   0,0,1, 1761.34, 75981011.000,210621.0110,   53.7, 6.83983e+003, 1.77727e+003, 7.93820e+003, 1.64264e+003, 8.73802e+003, 2.21306e+003, 1.01663e+004, 4.90084e+003, 1.47672e+004, 1.06964e+004, 2.12302e+004
 0,  52,  39.75151818,-105.22103815,   0,0,1, 1761.35, 75981111.000,210621.1110,   53.6, 6.77311e+003, 1.85855e+003, 7.91600e+003, 1.54347e+003, 8.75704e+003, 2.11153e+003, 1.01293e+004, 4.88192e+003, 1.49566e+004, 1.09007e+004, 2.12962e+004
 0,  53,  39.75151815,-105.22103816,   0,0,1, 1761.36, 75981211.000,210621.2110,   53.8, 6.77731e+003, 1.80993e+003, 7.97811e+003, 1.42334e+003, 8.72606e+003, 2.25584e+003, 1.01504e+004, 4.99514e+003, 1.49198e+004, 1.08902e+004, 2.13744e+004
 0,  54,  39.75151812,-105.22103817,   0,0,1, 1761.37, 75981311.000,210621.3110,   53.2, 6.85648e+003, 1.76773e+003, 8.00358e+003, 1.34316e+003, 8.75951e+003, 2.30089e+003, 1.02053e+004, 5.10300e+003, 1.48814e+004, 1.07564e+004, 2.12712e+004
 0,  55,  39.75151809,-105.22103818,   0,0,1, 1761.37, 75981411.000,210621.4110,   53.3, 6.80189e+003, 1.75938e+003, 7.98548e+003, 1.33520e+003, 8.66318e+003, 2.33197e+003, 1.01416e+004, 5.09562e+003, 1.48329e+004, 1.06361e+004, 2.11583e+004
 0,  56,  39.75151806,-105.22103819,   0,0,1, 1761.38, 75981511.000,210621.5110,   52.9, 6.74004e+003, 1.69904e+003, 7.92009e+003, 1.48889e+003, 8.78015e+003, 2.31626e+003, 1.01545e+004, 5.08665e+003, 1.47572e+004, 1.05620e+004, 2.11529e+004
 0,  57,  39.75151803,-105.22103820,   0,0,1, 1761.39, 75981611.000,210621.6110,   53.3, 6.68133e+003, 1.60171e+003, 7.91307e+003, 1.53934e+003, 8.82035e+003, 2.17358e+003, 1.01619e+004, 5.11669e+003, 1.47670e+004, 1.05868e+004, 2.10181e+004
 0,  58,  39.75151799,-105.22103821,   0,0,1, 1761.40, 75981711.000,210621.7110,   53.0, 6.72643e+003, 1.68584e+003, 7.92671e+003, 1.57708e+003, 8.90934e+003, 2.24015e+003, 1.01215e+004, 5.13899e+003, 1.47968e+004, 1.06878e+004, 2.13299e+004
 0,  59,  39.75151796,-105.22103822,   0,0,1, 1761.40, 75981811.000,210621.8110,   53.5, 6.74226e+003, 1.68791e+003, 7.86019e+003, 1.59279e+003, 8.92977e+003, 2.23583e+003, 1.01609e+004, 5.10099e+003, 1.49008e+004, 1.08490e+004, 2.14665e+004
 0,  60,  39.75151793,-105.22103823,   0,0,1, 1761.41, 75981911.000,210621.9110,   53.1, 6.73829e+003, 1.68482e+003, 7.85353e+003, 1.68502e+003, 8.76977e+003, 2.22102e+003, 1.02618e+004, 5.06532e+003, 1.49812e+004, 1.09002e+004, 2.15564e+004
 0,  61,  39.75151790,-105.22103824,   0,0,1, 1761.42, 75982011.000,210622.0110,   52.2, 6.80360e+003, 1.75569e+003, 7.94729e+003, 1.71828e+003, 8.72332e+003, 2.10548e+003, 1.03574e+004, 5.06769e+003, 1.50228e+004, 1.08627e+004, 2.15099e+004
 0,  62,  39.75151787,-105.22103825,   1,0,1, 1761.43, 75982111.000,210622.1110,   53.1, 6.81002e+003, 1.77665e+003, 7.94879e+003, 1.68043e+003, 8.57258e+003, 2.07314e+003, 1.03508e+004, 5.14541e+003, 1.51159e+004, 1.08606e+004, 2.15362e+004
 0,  63,  39.75151783,-105.22103826,   1,0,1, 1761.43, 75982211.000,210622.2110,   54.0, 6.84209e+003, 1.80709e+003, 7.93235e+003, 1.65334e+003, 8.65404e+003, 2.18966e+003, 1.03252e+004, 5.18597e+003, 1.50444e+004, 1.07886e+004, 2.16247e+004
 0,  64,  39.75151780,-105.22103827,   1,0,1, 1761.44, 75982311.000,210622.3110,   54.6, 6.82513e+003, 1.73746e+003, 8.01597e+003, 1.73668e+003, 8.65483e+003, 2.18676e+003, 1.03393e+004, 5.05356e+003, 1.48036e+004, 1.07390e+004, 2.14535e+004
 0,  65,  39.75151777,-105.22103827,   1,0,1, 1761.45, 75982411.000,210622.4110,   54.0, 6.80568e+003, 1.69497e+003, 7.99494e+003, 1.76011e+003, 8.69167e+003, 2.30740e+003, 1.03073e+004, 5.05368e+003, 1.48413e+004, 1.05407e+004, 2.13569e+004
 0,  66,  39.75151773,-105.22103828,   1,0,1, 1761.46, 75982511.000,210622.5110,   54.3, 6.81467e+003, 1.72517e+003, 7.92652e+003, 1.62715e+003, 8.74559e+003, 2.24402e+003, 1.03091e+004, 5.12850e+003, 1.49856e+004, 1.04220e+004, 2.11468e+004
 0,  67,  39.75151770,-105.22103828,   1,0,1, 1761.47, 75982611.000,210622.6110,   53.3, 6.79336e+003, 1.79032e+003, 7.90600e+003, 1.51550e+003, 8.68582e+003, 2.30652e+003, 1.03595e+004, 5.20529e+003, 1.50612e+004, 1.06247e+004, 2.14423e+004
 0,  68,  39.75151766,-105.22103828,   1,0,1, 1761.48, 75982711.000,210622.7110,   53.9, 6.80383e+003, 1.78036e+003, 7.83245e+003, 1.50825e+003, 8.77627e+003, 2.26128e+003, 1.03052e+004, 5.21134e+003, 1.49494e+004, 1.06416e+004, 2.14028e+004
 0,  69,  39.75151763,-105.22103829,   1,0,1, 1761.49, 75982811.000,210622.8110,   53.8, 6.84450e+003, 1.74518e+003, 7.77872e+003, 1.54507e+003, 8.68670e+003, 2.16335e+003, 1.02241e+004, 5.10126e+003, 1.48089e+004, 1.06743e+004, 2.12292e+004
 0,  70,  39.75151760,-105.22103829,   1,0,1, 1761.49, 75982911.000,210622.9110,   54.1, 6.86092e+003, 1.73304e+003, 7.84304e+003, 1.62467e+003, 8.74959e+003, 2.25380e+003, 1.02742e+004, 5.11772e+003, 1.48363e+004, 1.07473e+004, 2.14765e+004
 0,  71,  39.75151756,-105.22103830,   1,0,1, 1761.50, 75983011.000,210623.0110,   54.3, 6.80639e+003, 1.72262e+003, 7.91959e+003, 1.58625e+003, 8.71073e+003, 2.18281e+003, 1.02674e+004, 5.22392e+003, 1.47846e+004, 1.07972e+004, 2.15128e+004
 0,  72,  39.75151753,-105.22103830,   1,0,1, 1761.51, 75983111.000,210623.1110,   54.8, 6.77957e+003, 1.74084e+003, 7.87455e+003, 1.52455e+003, 8.65561e+003, 2.25206e+003, 1.02060e+004, 5.19712e+003, 1.48398e+004, 1.08678e+004, 2.15824e+004
 0,  73,  39.75151750,-105.22103831,   1,0,1, 1761.52, 75983211.000,210623.2110,   54.8, 6.73044e+003, 1.70013e+003, 7.74167e+003, 1.51781e+003, 8.75177e+003, 2.11438e+003, 1.02216e+004, 5.04833e+003, 1.49697e+004, 1.08721e+004, 2.12527e+004
 0,  74,  39.75151747,-105.22103831,   1,0,1, 1761.53, 75983311.000,210623.3110,   54.0, 6.72128e+003, 1.63251e+003, 7.66319e+003, 1.50880e+003, 8.62190e+003, 2.00364e+003, 1.02626e+004, 4.96414e+003, 1.49183e+004, 1.07922e+004, 2.09013e+004
 0,  75,  39.75151744,-105.22103832,   1,0,1, 1761.53, 75983411.000,210623.4110,   54.5, 6.73582e+003, 1.63997e+003, 7.75766e+003, 1.57963e+003, 8.74076e+003, 2.08696e+003, 1.02589e+004, 4.95548e+003, 1.49362e+004, 1.05230e+004, 2.07851e+004
 0,  76,  39.75151741,-105.22103833,   1,0,1, 1761.54, 75983511.000,210623.5110,   54.4, 6.64839e+003, 1.66973e+003, 7.91646e+003, 1.56640e+003, 8.72712e+003, 2.13595e+003, 1.02167e+004, 5.04535e+003, 1.48958e+004, 1.04146e+004, 2.08320e+004
 0,  77,  39.75151738,-105.22103833,   1,0,1, 1761.54, 75983611.000,210623.6110,   54.8, 6.72777e+003, 1.65191e+003, 7.92869e+003, 1.53010e+003, 8.85570e+003, 2.37756e+003, 1.01679e+004, 5.17861e+003, 1.48079e+004, 1.06554e+004, 2.13935e+004
 0,  78,  39.75151735,-105.22103834,   1,0,1, 1761.55, 75983711.000,210623.7110,   54.0, 6.74186e+003, 1.64124e+003, 7.88991e+003, 1.43159e+003, 8.92417e+003, 2.40401e+003, 1.01780e+004, 5.15290e+003, 1.47921e+004, 1.08089e+004, 2.14386e+004
 0,  79,  39.75151732,-105.22103834,   1,0,1, 1761.56, 75983811.000,210623.8110,   55.0, 6.61912e+003, 1.67926e+003, 7.84060e+003, 1.49070e+003, 8.68767e+003, 2.35531e+003, 1.00916e+004, 5.13264e+003, 1.47640e+004, 1.08545e+004, 2.15124e+004
 0,  80,  39.75151729,-105.22103835,   1,0,1, 1761.56, 75983911.000,210623.9110,   54.3, 6.67995e+003, 1.69093e+003, 7.91975e+003, 1.66824e+003, 8.70311e+003, 2.28417e+003, 1.01043e+004, 5.02346e+003, 1.48071e+004, 1.07772e+004, 2.14440e+004
 0,  81,  39.75151726,-105.22103836,   1,0,1, 1761.57, 75984011.000,210624.0110,   54.0, 6.76899e+003, 1.65450e+003, 7.97307e+003, 1.61129e+003, 8.64453e+003, 2.23382e+003, 1.01843e+004, 4.94775e+003, 1.48694e+004, 1.07005e+004, 2.11478e+004
 0,  82,  39.75151723,-105.22103836,   1,0,1, 1761.57, 75984111.000,210624.1110,   54.2, 6.81883e+003, 1.64972e+003, 7.95838e+003, 1.57560e+003, 8.80140e+003, 2.32176e+003, 1.02053e+004, 4.98378e+003, 1.49837e+004, 1.06154e+004, 2.11463e+004
 0,  83,  39.75151720,-105.22103837,   1,0,1, 1761.58, 75984211.000,210624.2110,   54.8, 6.79887e+003, 1.62884e+003, 7.90275e+003, 1.46839e+003, 8.81023e+003, 2.20276e+003, 1.02453e+004, 4.95526e+003, 1.49501e+004, 1.06027e+004, 2.08579e+004
 0,  84,   0.00000000,   0.00000000,   2,0,0,    0.00, 75984311.000,210624.3110,   55.3, 6.77773e+003, 1.63258e+003, 7.84367e+003, 1.50321e+003, 8.66218e+003, 2.23971e+003, 1.02385e+004, 4.96571e+003, 1.48792e+004, 1.06900e+004, 2.10312e+004
 0,  85,   0.00000000,   0.00000000,   2,0,0,    0.00, 75984411.000,210624.4110,   55.1, 6.77534e+003, 1.64847e+003, 7.81052e+003, 1.60262e+003, 8.66958e+003, 2.12322e+003, 1.01930e+004, 5.07317e+003, 1.48515e+004, 1.08434e+004, 2.12909e+004
 0,  86,   0.00000000,   0.00000000,   2,0,0,    0.00, 75984511.000,210624.5110,   55.1, 6.72476e+003, 1.63437e+003, 7.85896e+003, 1.59909e+003, 8.59226e+003, 2.16299e+003, 1.01007e+004, 5.11486e+003, 1.49034e+004, 1.08526e+004, 2.13639e+004
 0,  87,   0.00000000,   0.00000000,   2,0,0,    0.00, 75984611.000,210624.6110,   54.8, 6.66161e+003, 1.68224e+003, 7.85161e+003, 1.70622e+003, 8.62359e+003, 2.17742e+003, 1.00574e+004, 5.07823e+003, 1.48579e+004, 1.07867e+004, 2.14308e+004
 0,  88,   0.00000000,   0.00000000,   2,0,0,    0.00, 75984711.000,210624.7110,   55.3, 6.65440e+003, 1.70167e+003, 7.82558e+003, 1.68572e+003, 8.56163e+003, 2.07798e+003, 1.01608e+004, 5.03109e+003, 1.47382e+004, 1.08442e+004, 2.13406e+004
 0,  89,   0.00000000,   0.00000000,   2,0,0,    0.00, 75984811.000,210624.8110,   55.4, 6.82672e+003, 1.78764e+003, 7.79529e+003, 1.71274e+003, 8.75054e+003, 2.26430e+003, 1.02652e+004, 5.09842e+003, 1.46571e+004, 1.08833e+004, 2.17464e+004
 0,  90,   0.00000000,   0.00000000,   2,0,0,    0.00, 75984911.000,210624.9110,   55.2, 6.89592e+003, 1.76581e+003, 7.83506e+003, 1.76459e+003, 8.87029e+003, 2.17052e+003, 1.02929e+004, 5.21369e+003, 1.48301e+004, 1.07681e+004, 2.16827e+004
