,Line number,Station number,Datetime,time stamp (ms),conductivity (mS/m),In-phase (ppt),Latitude (deg),Longitude (deg),Altitude (m)
2302,0,0.0,2025-01-24 13:47:50.200346-07:00,65424314,-0.08,-41.325,39.75117522370634,-105.22169091124788,1762.3144079348933
2303,0,0.0,2025-01-24 13:47:50.200525-07:00,65424493,-0.08,-38.575,39.751174332348256,-105.22169276224992,1762.3151363173959
2304,0,0.0,2025-01-24 13:47:50.200704-07:00,65424672,-0.07,-36.15,39.751173440990165,-105.22169461325194,1762.3158646998984
2305,0,0.0,2025-01-24 13:47:50.200883-07:00,65424851,-0.07,-33.95,39.751172549632074,-105.22169646425398,1762.316593082401
2306,0,0.0,2025-01-24 13:47:50.201062-07:00,65425030,-0.06,-31.8,39.751171662471606,-105.22169832936372,1762.3215120240482
2307,0,0.0,2025-01-24 13:47:51.200258-07:00,65425209,-0.06,-30.325000000000003,39.751170780624584,-105.22170021233133,1762.3317354709418
2308,0,0.0,2025-01-24 13:47:51.200437-07:00,65425388,-0.0575,-29.700000000000003,39.751169898777555,-105.22170209529892,1762.3419589178357
2309,0,0.0,2025-01-24 13:47:51.200615-07:00,65425566,-0.055,-29.0,39.751169021857045,-105.22170396774716,1762.352125250501
2310,0,0.0,2025-01-24 13:47:51.200794-07:00,65425745,-0.05,-28.8,39.75116814001002,-105.22170585071476,1762.3623486973947
2311,0,0.0,2025-01-24 13:47:51.200973-07:00,65425924,-0.05,-29.1,39.751167258162994,-105.22170773368236,1762.3725721442886
2312,0,0.0,2025-01-24 13:47:52.200154-07:00,65426103,-0.05,-29.3,39.75116633903372,-105.22170957811284,1762.3759474708172
2313,0,0.0,2025-01-24 13:47:52.200332-07:00,65426281,-0.05,-29.3,39.75116541902075,-105.22171140601816,1762.3781984435798
2314,0,0.0,2025-01-24 13:47:52.200511-07:00,65426460,-0.05,-29.400000000000002,39.75116449383917,-105.2217132441926,1762.3804620622568
2315,0,0.0,2025-01-24 13:47:52.200690-07:00,65426639,-0.05,-29.5,39.75116356865759,-105.22171508236706,1762.3827256809338
2316,0,0.0,2025-01-24 13:47:52.200869-07:00,65426818,-0.0575,-28.900000000000002,39.751162643476,-105.22171692054151,1762.3849892996109
2317,0,0.0,2025-01-24 13:47:52.201048-07:00,65426997,-0.06,-28.5,39.75116171593374,-105.22171876685891,1762.387597322348
2318,0,0.0,2025-01-24 13:47:53.200198-07:00,65427175,-0.0675,-28.1,39.751160774910744,-105.22172066723653,1762.3929134912462
2319,0,0.0,2025-01-24 13:47:53.200377-07:00,65427354,-0.07,-27.3,39.7511598286011,-105.22172257829043,1762.3982595262614
2320,0,0.0,2025-01-24 13:47:53.200556-07:00,65427533,-0.07,-26.700000000000003,39.75115888229145,-105.22172448934433,1762.403605561277
2321,0,0.0,2025-01-24 13:47:53.200735-07:00,65427712,-0.07,-26.8,39.7511579359818,-105.22172640039821,1762.4089515962924
2322,0,0.0,2025-01-24 13:47:53.200914-07:00,65427891,-0.07,-26.700000000000003,39.751156989672154,-105.22172831145211,1762.4142976313078
2323,0,0.0,2025-01-24 13:47:54.200122-07:00,65428070,-0.075,-26.925,39.75115610141658,-105.22173006031261,1762.419613030602
2324,0,0.0,2025-01-24 13:47:54.200300-07:00,65428248,-0.0775,-27.525000000000002,39.751155245095426,-105.22173172404739,1762.4248845014806
2325,0,0.0,2025-01-24 13:47:54.200479-07:00,65428427,-0.07,-28.1,39.751154383963474,-105.22173339712899,1762.4301855873641
2326,0,0.0,2025-01-24 13:47:54.200658-07:00,65428606,-0.07,-28.6,39.75115352283152,-105.2217350702106,1762.4354866732476
2327,0,0.0,2025-01-24 13:47:54.200837-07:00,65428785,-0.07,-29.400000000000002,39.75115266169957,-105.2217367432922,1762.4407877591311
2328,0,0.0,2025-01-24 13:47:54.201016-07:00,65428964,-0.07,-30.400000000000002,39.751151796300604,-105.22173841382929,1762.446015182186
2329,0,0.0,2025-01-24 13:47:55.200182-07:00,65429143,-0.06,-30.6,39.75115068057018,-105.22173993508773,1762.4469210526315
2330,0,0.0,2025-01-24 13:47:55.200360-07:00,65429321,-0.06,-30.900000000000002,39.75114957107287,-105.2217414478475,1762.447821862348
2331,0,0.0,2025-01-24 13:47:55.200539-07:00,65429500,-0.06,-31.0,39.751148455342445,-105.22174296910593,1762.4487277327935
2332,0,0.0,2025-01-24 13:47:55.200718-07:00,65429679,-0.0575,-31.0,39.75114733961201,-105.22174449036437,1762.449633603239
2333,0,0.0,2025-01-24 13:47:55.200897-07:00,65429858,-0.05,-30.700000000000003,39.75114622388158,-105.2217460116228,1762.4505394736843
2334,0,0.0,2025-01-24 13:47:55.201076-07:00,65430037,-0.05,-30.8,39.75114514487179,-105.22174755100733,1762.4517032967033
2335,0,0.0,2025-01-24 13:47:56.200266-07:00,65430215,-0.06,-31.175,39.75114410965035,-105.22174910043123,1762.4531258741258
2336,0,0.0,2025-01-24 13:47:56.200445-07:00,65430394,-0.06,-31.0,39.751143068613054,-105.22175065855977,1762.4545564435564
2337,0,0.0,2025-01-24 13:47:56.200624-07:00,65430573,-0.06,-30.8,39.75114202757576,-105.22175221668832,1762.455987012987
2338,0,0.0,2025-01-24 13:47:56.200803-07:00,65430752,-0.06,-30.6,39.751140986538466,-105.22175377481685,1762.4574175824177
2339,0,0.0,2025-01-24 13:47:56.200982-07:00,65430931,-0.0625,-30.400000000000002,39.751139945501166,-105.22175533294539,1762.4588481518483
2340,0,0.0,2025-01-24 13:47:57.200160-07:00,65431110,-0.06,-30.1,39.751138990817,-105.22175696813726,1762.4657450980392
2341,0,0.0,2025-01-24 13:47:57.200339-07:00,65431289,-0.0625,-30.075000000000003,39.75113804638726,-105.2217586124804,1762.4732911764706
2342,0,0.0,2025-01-24 13:47:57.200518-07:00,65431468,-0.0675,-30.1,39.75113710195752,-105.22176025682353,1762.4808372549019
2343,0,0.0,2025-01-24 13:47:57.200697-07:00,65431647,-0.065,-29.525000000000002,39.75113615752778,-105.22176190116667,1762.4883833333333
2344,0,0.0,2025-01-24 13:47:57.200875-07:00,65431825,-0.0625,-29.075000000000003,39.75113521837419,-105.22176353632354,1762.4958872549018
2345,0,0.0,2025-01-24 13:47:57.201054-07:00,65432004,-0.0625,-28.700000000000003,39.751134257903814,-105.22176518950083,1762.5026766169153
2346,0,0.0,2025-01-24 13:47:58.200213-07:00,65432183,-0.06,-28.0,39.75113322902488,-105.22176688035324,1762.50623880597
2347,0,0.0,2025-01-24 13:47:58.200392-07:00,65432362,-0.06,-27.700000000000003,39.75113220014594,-105.22176857120564,1762.5098009950248
2348,0,0.0,2025-01-24 13:47:58.200571-07:00,65432541,-0.06,-27.8,39.751131171267,-105.22177026205804,1762.5133631840795
2349,0,0.0,2025-01-24 13:47:58.200750-07:00,65432720,-0.06,-27.900000000000002,39.751130142388064,-105.22177195291044,1762.5169253731342
2350,0,0.0,2025-01-24 13:47:58.200929-07:00,65432899,-0.06,-27.700000000000003,39.75112911350912,-105.22177364376284,1762.520487562189
2351,0,0.0,2025-01-24 13:47:59.200110-07:00,65433085,-0.06,-27.900000000000002,39.75112808489919,-105.2217753903293,1762.5237741935484
2352,0,0.0,2025-01-24 13:47:59.200282-07:00,65433257,-0.06,-28.1,39.751127159590055,-105.2217769987836,1762.5265483870967
2353,0,0.0,2025-01-24 13:47:59.200460-07:00,65433435,-0.06,-27.900000000000002,39.75112620200269,-105.22177866334677,1762.5294193548386
2354,0,0.0,2025-01-24 13:47:59.200639-07:00,65433614,-0.06,-27.8,39.751125239035616,-105.22178033726142,1762.5323064516128
2355,0,0.0,2025-01-24 13:47:59.200818-07:00,65433793,-0.06,-28.200000000000003,39.751124276068545,-105.22178201117607,1762.535193548387
2356,0,0.0,2025-01-24 13:47:59.200997-07:00,65433972,-0.05,-28.0,39.75112331279586,-105.2217836917328,1762.5382034587997
2357,0,0.0,2025-01-24 13:48:00.200184-07:00,65434151,-0.05,-27.8,39.75112233888776,-105.22178560343337,1762.545487283825
2358,0,0.0,2025-01-24 13:48:00.200363-07:00,65434330,-0.05,-27.900000000000002,39.75112136497965,-105.22178751513395,1762.5527711088505
2359,0,0.0,2025-01-24 13:48:00.200542-07:00,65434509,-0.05,-27.900000000000002,39.75112039107155,-105.22178942683452,1762.5600549338758
2360,0,0.0,2025-01-24 13:48:00.200721-07:00,65434688,-0.05,-27.5,39.751119417163444,-105.2217913385351,1762.5673387589013
2361,0,0.0,2025-01-24 13:48:00.200900-07:00,65434867,-0.0525,-27.3,39.75111844325534,-105.22179325023568,1762.5746225839268
2362,0,0.0,2025-01-24 13:48:01.200111-07:00,65435061,-0.06,-27.35,39.75111737752581,-105.22179539377956,1762.579996003996
2363,0,0.0,2025-01-24 13:48:01.200274-07:00,65435224,-0.06,-26.700000000000003,39.751116475679325,-105.2217972398102,1762.582927072927
2364,0,0.0,2025-01-24 13:48:01.200453-07:00,65435403,-0.06,-26.400000000000002,39.75111548530803,-105.2217992670463,1762.5861458541458
2365,0,0.0,2025-01-24 13:48:01.200632-07:00,65435582,-0.06,-26.125,39.75111449493673,-105.22180129428239,1762.5893646353645
2366,0,0.0,2025-01-24 13:48:01.200810-07:00,65435760,-0.06,-25.6,39.751113510098236,-105.22180331019314,1762.5925654345654
2367,0,0.0,2025-01-24 13:48:01.200989-07:00,65435939,-0.06,-25.200000000000003,39.75111251972694,-105.22180533742923,1762.5957842157843
2368,0,0.0,2025-01-24 13:48:02.200167-07:00,65436118,-0.0525,-25.200000000000003,39.75111160274667,-105.22180713665334,1762.595666
2369,0,0.0,2025-01-24 13:48:02.200345-07:00,65436296,-0.05,-25.175,39.75111069613333,-105.22180890953334,1762.59531
2370,0,0.0,2025-01-24 13:48:02.200524-07:00,65436475,-0.05,-25.0,39.75110978442667,-105.22181069237334,1762.594952
2371,0,0.0,2025-01-24 13:48:02.200703-07:00,65436654,-0.05,-25.3,39.751108872719996,-105.22181247521333,1762.5945940000001
2372,0,0.0,2025-01-24 13:48:02.200882-07:00,65436833,-0.05,-25.5,39.75110796101333,-105.22181425805333,1762.5942360000001
2373,0,0.0,2025-01-24 13:48:02.201061-07:00,65437012,-0.05,-25.5,39.75110706617327,-105.22181599109076,1762.5979257425743
2374,0,0.0,2025-01-24 13:48:03.200239-07:00,65437190,-0.0475,-25.8,39.75110620877722,-105.22181761864522,1762.609381188119
2375,0,0.0,2025-01-24 13:48:03.200418-07:00,65437369,-0.045,-26.400000000000002,39.75110534656435,-105.22181925534323,1762.620900990099
2376,0,0.0,2025-01-24 13:48:03.200597-07:00,65437548,-0.04,-26.700000000000003,39.75110448435149,-105.22182089204125,1762.6324207920793
2377,0,0.0,2025-01-24 13:48:03.200775-07:00,65437726,-0.04,-26.8,39.75110362695544,-105.2218225195957,1762.6438762376238
2378,0,0.0,2025-01-24 13:48:03.200954-07:00,65437905,-0.04,-26.8,39.75110276474257,-105.22182415629372,1762.655396039604
2379,0,0.0,2025-01-24 13:48:04.200123-07:00,65438084,-0.0475,-26.8,39.75110193399092,-105.22182574504876,1762.6611099899092
2380,0,0.0,2025-01-24 13:48:04.200301-07:00,65438262,-0.05,-26.5,39.75110112212412,-105.22182730322233,1762.6641634712412
2381,0,0.0,2025-01-24 13:48:04.200480-07:00,65438441,-0.05,-26.400000000000002,39.75110030569626,-105.22182887014968,1762.6672341069627
2382,0,0.0,2025-01-24 13:48:04.200659-07:00,65438620,-0.05,-26.575000000000003,39.75109948926841,-105.22183043707702,1762.670304742684
2383,0,0.0,2025-01-24 13:48:04.200837-07:00,65438798,-0.0575,-26.775000000000002,39.751098677401615,-105.22183199525058,1762.673358224016
2384,0,0.0,2025-01-24 13:48:04.201016-07:00,65438977,-0.0575,-26.575000000000003,39.75109787305053,-105.22183357952811,1762.6762761044176
2385,0,0.0,2025-01-24 13:48:05.200204-07:00,65439156,-0.0575,-26.6,39.75109714309237,-105.22183527068273,1762.6782530120481
2386,0,0.0,2025-01-24 13:48:05.200383-07:00,65439335,-0.05,-26.900000000000002,39.751096413134206,-105.22183696183735,1762.6802299196786
2387,0,0.0,2025-01-24 13:48:05.200561-07:00,65439513,-0.05,-26.8,39.751095687254015,-105.22183864354417,1762.6821957831326
2388,0,0.0,2025-01-24 13:48:05.200740-07:00,65439692,-0.05,-26.900000000000002,39.75109495729585,-105.2218403346988,1762.684172690763
2389,0,0.0,2025-01-24 13:48:05.200919-07:00,65439871,-0.05,-27.5,39.75109422733769,-105.22184202585342,1762.6861495983935
2390,0,0.0,2025-01-24 13:48:06.200110-07:00,65440058,-0.0575,-27.700000000000003,39.751093368430986,-105.22184378451506,1762.689293942403
2391,0,0.0,2025-01-24 13:48:06.200281-07:00,65440229,-0.06,-28.0,39.75109252135551,-105.22184538753393,1762.692859980139
2392,0,0.0,2025-01-24 13:48:06.200460-07:00,65440408,-0.06,-28.5,39.75109163465078,-105.22184706554783,1762.6965928500497
2393,0,0.0,2025-01-24 13:48:06.200638-07:00,65440586,-0.06,-29.0,39.7510907528997,-105.22184873418736,1762.7003048659385
2394,0,0.0,2025-01-24 13:48:06.200817-07:00,65440765,-0.06,-28.950000000000003,39.75108986619497,-105.22185041220126,1762.7040377358492
2395,0,0.0,2025-01-24 13:48:06.200996-07:00,65440944,-0.06,-29.0,39.751088979490234,-105.22185209021517,1762.7077706057598
2396,0,0.0,2025-01-24 13:48:07.200168-07:00,65441123,-0.06,-29.200000000000003,39.75108801218875,-105.22185379883534,1762.7059759036144
2397,0,0.0,2025-01-24 13:48:07.200346-07:00,65441301,-0.06,-28.75,39.751087045043505,-105.22185549990294,1762.7038313253013
2398,0,0.0,2025-01-24 13:48:07.200525-07:00,65441480,-0.0675,-28.200000000000003,39.75108607246486,-105.2218572105271,1762.7016746987952
2399,0,0.0,2025-01-24 13:48:07.200704-07:00,65441659,-0.07,-27.8,39.75108509988621,-105.22185892115127,1762.699518072289
2400,0,0.0,2025-01-24 13:48:07.200883-07:00,65441838,-0.07,-27.325000000000003,39.751084127307564,-105.22186063177543,1762.6973614457831
2401,0,0.0,2025-01-24 13:48:07.201062-07:00,65442017,-0.07,-26.5,39.751083176286286,-105.22186229403903,1762.6993033033032
2402,0,0.0,2025-01-24 13:48:08.200244-07:00,65442195,-0.07,-26.0,39.751082267280616,-105.22186386467968,1762.7082122122122
2403,0,0.0,2025-01-24 13:48:08.200423-07:00,65442374,-0.0725,-25.900000000000002,39.75108135316817,-105.22186544414414,1762.7171711711712
2404,0,0.0,2025-01-24 13:48:08.200602-07:00,65442553,-0.08,-25.6,39.75108043905573,-105.22186702360861,1762.72613013013
2405,0,0.0,2025-01-24 13:48:08.200780-07:00,65442731,-0.08,-25.375,39.75107953005005,-105.22186859424924,1762.735039039039
2406,0,0.0,2025-01-24 13:48:08.200959-07:00,65442910,-0.08750000000000001,-25.475,39.75107861593761,-105.22187017371371,1762.7439979979981
2407,0,0.0,2025-01-24 13:48:09.200139-07:00,65443089,-0.09,-25.5,39.75107755642476,-105.22187191944944,1762.7496176176178
2408,0,0.0,2025-01-24 13:48:09.200318-07:00,65443268,-0.09,-25.200000000000003,39.75107645507007,-105.22187371303303,1762.7542762762764
2409,0,0.0,2025-01-24 13:48:09.200497-07:00,65443447,-0.0975,-25.5,39.75107535371538,-105.22187550661661,1762.758934934935
2410,0,0.0,2025-01-24 13:48:09.200675-07:00,65443625,-0.1,-26.0,39.75107425851351,-105.22187729018017,1762.7635675675676
2411,0,0.0,2025-01-24 13:48:09.200854-07:00,65443804,-0.1,-26.0,39.75107315715882,-105.22187908376375,1762.7682262262263
2412,0,0.0,2025-01-24 13:48:09.201033-07:00,65443983,-0.11,-26.3,39.75107205792041,-105.22188085764569,1762.7711168831167
2413,0,0.0,2025-01-24 13:48:10.200213-07:00,65444162,-0.11,-26.6,39.75107096770729,-105.22188254750583,1762.7664675324675
2414,0,0.0,2025-01-24 13:48:10.200391-07:00,65444340,-0.11,-26.5,39.75106988358475,-105.2218842279254,1762.761844155844
2415,0,0.0,2025-01-24 13:48:10.200570-07:00,65444519,-0.1125,-26.6,39.75106879337162,-105.22188591778554,1762.7571948051948
2416,0,0.0,2025-01-24 13:48:10.200749-07:00,65444698,-0.12,-27.1,39.751067703158505,-105.22188760764568,1762.7525454545455
2417,0,0.0,2025-01-24 13:48:10.200928-07:00,65444877,-0.12,-27.3,39.75106661294539,-105.22188929750583,1762.7478961038962
2418,0,0.0,2025-01-24 13:48:11.200110-07:00,65445060,-0.12,-27.55,39.751065567733335,-105.22189104541667,1762.7513900000001
2419,0,0.0,2025-01-24 13:48:11.200285-07:00,65445235,-0.12,-28.0,39.75106461223333,-105.22189272979166,1762.7599650000002
2420,0,0.0,2025-01-24 13:48:11.200464-07:00,65445414,-0.13,-28.400000000000002,39.751063634893335,-105.22189445266667,1762.768736
2421,0,0.0,2025-01-24 13:48:11.200643-07:00,65445593,-0.13,-28.400000000000002,39.751062657553334,-105.22189617554167,1762.777507
2422,0,0.0,2025-01-24 13:48:11.200822-07:00,65445772,-0.13,-28.700000000000003,39.75106168021333,-105.22189789841667,1762.786278
2423,0,0.0,2025-01-24 13:48:11.201000-07:00,65445950,-0.1325,-29.200000000000003,39.751060708333334,-105.22189961166667,1762.795
2424,0,0.0,2025-01-24 13:48:12.200179-07:00,65446129,-0.135,-29.200000000000003,39.751059682996384,-105.22190134252959,1762.7942938856015
2425,0,0.0,2025-01-24 13:48:12.200358-07:00,65446308,-0.1375,-29.575000000000003,39.751058657659435,-105.22190307339251,1762.7935877712032
2426,0,0.0,2025-01-24 13:48:12.200537-07:00,65446487,-0.14,-30.0,39.751057632322485,-105.22190480425543,1762.7928816568046
2427,0,0.0,2025-01-24 13:48:12.200716-07:00,65446666,-0.1375,-30.225,39.751056606985536,-105.22190653511834,1762.7921755424063
2428,0,0.0,2025-01-24 13:48:12.200896-07:00,65446846,-0.14,-30.5,39.75105557592045,-105.22190827565089,1762.7914654832346
2429,0,0.0,2025-01-24 13:48:12.201075-07:00,65447025,-0.1375,-30.950000000000003,39.75105455581812,-105.22191006254901,1762.7900720081136
2430,0,0.0,2025-01-24 13:48:13.200240-07:00,65447204,-0.14,-31.3,39.751053545841785,-105.22191195784313,1762.7873488843813
2431,0,0.0,2025-01-24 13:48:13.200418-07:00,65447382,-0.14,-31.3,39.751052541507775,-105.22191384254901,1762.7846409736308
2432,0,0.0,2025-01-24 13:48:13.200598-07:00,65447562,-0.14,-31.5,39.75105152588912,-105.22191574843137,1762.7819026369168
2433,0,0.0,2025-01-24 13:48:13.200777-07:00,65447741,-0.14,-31.8,39.75105051591278,-105.22191764372549,1762.7791795131845
2434,0,0.0,2025-01-24 13:48:13.200956-07:00,65447920,-0.1375,-31.700000000000003,39.75104950593644,-105.22191953901961,1762.7764563894525
2435,0,0.0,2025-01-24 13:48:14.200149-07:00,65448099,-0.1375,-31.8,39.751048642326666,-105.22192127688501,1762.784046
2436,0,0.0,2025-01-24 13:48:14.200328-07:00,65448278,-0.14,-32.1,39.75104780818667,-105.22192298305333,1762.793712
2437,0,0.0,2025-01-24 13:48:14.200507-07:00,65448457,-0.1375,-32.025,39.751046974046666,-105.22192468922167,1762.803378
2438,0,0.0,2025-01-24 13:48:14.200685-07:00,65448635,-0.1375,-32.1,39.751046144566665,-105.22192638585834,1762.81299
2439,0,0.0,2025-01-24 13:48:14.200864-07:00,65448814,-0.1375,-32.2,39.75104531042667,-105.22192809202667,1762.822656
