,Line number,Station number,marked,Datetime,time stamp (ms),conductivity (mS/m)
63,0,0.0,0,2025-01-24 13:57:42.017727,80506750,20.4775
64,0,0.0,0,2025-01-24 13:57:42.017918,80506941,20.4775
65,0,0.0,0,2025-01-24 13:57:42.018108,80507131,20.4775
66,0,0.0,0,2025-01-24 13:57:42.018299,80507322,20.4775
67,0,0.0,0,2025-01-24 13:57:42.018490,80507513,20.4775
68,0,0.0,0,2025-01-24 13:57:42.018680,80507703,20.4775
69,0,0.0,0,2025-01-24 13:57:42.018871,80507894,20.4775
70,0,0.0,0,2025-01-24 13:57:42.019062,80508085,20.4775
71,0,0.0,0,2025-01-24 13:57:42.019252,80508275,20.4775
72,0,0.0,0,2025-01-24 13:57:42.019443,80508466,20.4775
73,0,0.0,0,2025-01-24 13:57:42.019634,80508657,20.4775
74,0,0.0,0,2025-01-24 13:57:42.019824,80508847,20.4775
75,0,0.0,0,2025-01-24 13:57:42.020015,80509038,20.4775
76,0,0.0,0,2025-01-24 13:57:42.020206,80509229,20.4775
77,0,0.0,0,2025-01-24 13:57:42.020397,80509420,20.4775
78,0,0.0,0,2025-01-24 13:57:42.020587,80509610,20.4775
79,0,0.0,0,2025-01-24 13:57:42.020778,80509801,20.4775
80,0,0.0,0,2025-01-24 13:57:42.020969,80509992,20.4775
81,0,0.0,0,2025-01-24 13:57:42.021159,80510182,20.4775
82,0,0.0,0,2025-01-24 13:57:42.021350,80510373,20.4775
83,0,0.0,0,2025-01-24 13:57:42.021541,80510564,20.4775
84,0,0.0,0,2025-01-24 13:57:42.021731,80510754,20.4775
85,0,0.0,0,2025-01-24 13:57:42.021922,80510945,20.4775
86,0,0.0,0,2025-01-24 13:57:42.022113,80511136,20.4775
87,0,0.0,0,2025-01-24 13:57:42.022303,80511326,20.4775
88,0,0.0,0,2025-01-24 13:57:42.022494,80511517,20.4775
89,0,0.0,0,2025-01-24 13:57:42.022685,80511708,20.4775
90,0,0.0,0,2025-01-24 13:57:42.022875,80511898,20.4775
91,0,0.0,0,2025-01-24 13:57:42.023066,80512089,20.4775
92,0,0.0,0,2025-01-24 13:57:42.023257,80512280,20.4775
93,0,0.0,0,2025-01-24 13:57:42.023447,80512470,20.4775
94,0,0.0,0,2025-01-24 13:57:42.023638,80512661,20.4775
95,0,0.0,0,2025-01-24 13:57:42.023829,80512852,20.4775
96,0,0.0,0,2025-01-24 13:57:42.024020,80513043,20.4775
97,0,0.0,0,2025-01-24 13:57:42.024210,80513233,20.4775
98,0,0.0,0,2025-01-24 13:57:42.024401,80513424,20.4775
99,0,0.0,0,2025-01-24 13:57:42.024592,80513615,20.4775
100,0,0.0,0,2025-01-24 13:57:42.024787,80513810,20.4775
101,0,0.0,0,2025-01-24 13:57:42.024973,80513996,20.4775
102,0,0.0,0,2025-01-24 13:57:42.025218,80514241,20.4775
103,0,0.0,0,2025-01-24 13:57:42.025356,80514379,20.4775
104,0,0.0,0,2025-01-24 13:57:42.025563,80514586,20.4775
105,0,0.0,0,2025-01-24 13:57:42.025736,80514759,20.4775
106,0,0.0,0,2025-01-24 13:57:42.025926,80514949,20.4775
107,0,0.0,0,2025-01-24 13:57:42.026117,80515140,20.4775
108,0,0.0,0,2025-01-24 13:57:42.026308,80515331,20.4775
109,0,0.0,0,2025-01-24 13:57:42.026607,80515630,20.4775
110,0,0.0,0,2025-01-24 13:57:42.026737,80515760,20.4775
111,0,0.0,0,2025-01-24 13:57:42.026880,80515903,20.4775
112,0,0.0,0,2025-01-24 13:57:42.027070,80516093,20.4775
113,0,0.0,0,2025-01-24 13:57:42.027261,80516284,20.4775
114,0,0.0,0,2025-01-24 13:57:42.027452,80516475,20.4775
115,0,0.0,0,2025-01-24 13:57:42.027643,80516666,20.4775
116,0,0.0,0,2025-01-24 13:57:42.027833,80516856,20.4775
117,0,0.0,0,2025-01-24 13:57:42.028024,80517047,20.4775
118,0,0.0,0,2025-01-24 13:57:42.028215,80517238,20.4775
119,0,0.0,0,2025-01-24 13:57:42.028405,80517428,20.4775
120,0,0.0,0,2025-01-24 13:57:42.028596,80517619,20.4775
121,0,0.0,0,2025-01-24 13:57:42.028787,80517810,20.4775
122,0,0.0,0,2025-01-24 13:57:42.028977,80518000,20.4775
123,0,0.0,0,2025-01-24 13:57:42.029168,80518191,20.4775
124,0,0.0,0,2025-01-24 13:57:42.029359,80518382,20.4775
125,0,0.0,0,2025-01-24 13:57:42.029549,80518572,20.4775
126,0,0.0,0,2025-01-24 13:57:42.029740,80518763,20.4775
127,0,0.0,0,2025-01-24 13:57:42.029931,80518954,20.4775
128,0,0.0,0,2025-01-24 13:57:42.030121,80519144,20.4775
129,0,0.0,0,2025-01-24 13:57:42.030312,80519335,20.4775
130,0,0.0,0,2025-01-24 13:57:42.030503,80519526,20.4775
131,0,0.0,0,2025-01-24 13:57:42.030694,80519717,20.4775
132,0,0.0,0,2025-01-24 13:57:42.030884,80519907,20.4775
133,0,0.0,0,2025-01-24 13:57:42.031075,80520098,20.4775
134,0,0.0,0,2025-01-24 13:57:42.031266,80520289,20.4775
135,0,0.0,0,2025-01-24 13:57:42.031550,80520573,20.4775
136,0,0.0,0,2025-01-24 13:57:42.031647,80520670,20.4775
137,0,0.0,0,2025-01-24 13:57:42.031838,80520861,20.4775
138,0,0.0,0,2025-01-24 13:57:42.032028,80521051,20.4775
139,0,0.0,0,2025-01-24 13:57:42.032219,80521242,20.4775
140,0,0.0,0,2025-01-24 13:57:42.032410,80521433,20.4775
141,0,0.0,0,2025-01-24 13:57:42.032600,80521623,20.4775
142,0,0.0,0,2025-01-24 13:57:42.032836,80521859,20.4775
143,0,0.0,0,2025-01-24 13:57:42.032982,80522005,20.4775
144,0,0.0,0,2025-01-24 13:57:42.033172,80522195,20.4775
145,0,0.0,0,2025-01-24 13:57:42.033363,80522386,20.4775
146,0,0.0,0,2025-01-24 13:57:42.033554,80522577,20.4775
147,0,0.0,0,2025-01-24 13:57:42.033745,80522768,20.4775
148,0,0.0,0,2025-01-24 13:57:42.033935,80522958,20.4775
149,0,0.0,0,2025-01-24 13:57:42.034126,80523149,20.4775
150,0,0.0,0,2025-01-24 13:57:42.034317,80523340,20.4775
151,0,0.0,0,2025-01-24 13:57:42.034507,80523530,20.4775
152,0,0.0,0,2025-01-24 13:57:42.034698,80523721,20.4775
153,0,0.0,0,2025-01-24 13:57:42.034889,80523912,20.4775
154,0,0.0,0,2025-01-24 13:57:42.035079,80524102,20.4775
155,0,0.0,0,2025-01-24 13:57:42.035270,80524293,20.4775
156,0,0.0,0,2025-01-24 13:57:42.035461,80524484,20.4775
157,0,0.0,0,2025-01-24 13:57:42.035651,80524674,20.4775
158,0,0.0,0,2025-01-24 13:57:42.035842,80524865,20.4775
159,0,0.0,0,2025-01-24 13:57:42.036033,80525056,20.4775
160,0,0.0,0,2025-01-24 13:57:42.036225,80525248,20.4775
161,0,0.0,0,2025-01-24 13:57:42.036414,80525437,20.4775
162,0,0.0,0,2025-01-24 13:57:42.036605,80525628,20.4775
163,0,0.0,0,2025-01-24 13:57:42.036796,80525819,20.4775
164,0,0.0,0,2025-01-24 13:57:42.036986,80526009,20.4775
165,0,0.0,0,2025-01-24 13:57:42.037177,80526200,20.4775
166,0,0.0,0,2025-01-24 13:57:42.037368,80526391,20.4775
167,0,0.0,0,2025-01-24 13:57:42.037654,80526677,20.4775
168,0,0.0,0,2025-01-24 13:57:42.037749,80526772,20.4775
169,0,0.0,0,2025-01-24 13:57:42.037940,80526963,20.4775
170,0,0.0,0,2025-01-24 13:57:42.038130,80527153,20.4775
171,0,0.0,0,2025-01-24 13:57:42.038324,80527347,20.4775
172,0,0.0,0,2025-01-24 13:57:42.038512,80527535,20.4775
173,0,0.0,0,2025-01-24 13:57:42.038702,80527725,20.4775
174,0,0.0,0,2025-01-24 13:57:42.038895,80527918,20.4775
175,0,0.0,0,2025-01-24 13:57:42.039084,80528107,20.4775
176,0,0.0,0,2025-01-24 13:57:42.039274,80528297,20.4775
177,0,0.0,0,2025-01-24 13:57:42.039465,80528488,20.4775
178,0,0.0,0,2025-01-24 13:57:42.039656,80528679,20.4775
179,0,0.0,0,2025-01-24 13:57:42.039846,80528869,20.4775
180,0,0.0,0,2025-01-24 13:57:42.040037,80529060,20.4775
181,0,0.0,0,2025-01-24 13:57:42.040228,80529251,20.4775
182,0,0.0,0,2025-01-24 13:57:42.040419,80529442,20.4775
183,0,0.0,0,2025-01-24 13:57:42.040609,80529632,20.4775
184,0,0.0,0,2025-01-24 13:57:42.040800,80529823,20.4775
185,0,0.0,0,2025-01-24 13:57:42.040991,80530014,20.4775
186,0,0.0,0,2025-01-24 13:57:42.041181,80530204,20.4775
187,0,0.0,0,2025-01-24 13:57:42.041372,80530395,20.4775
188,0,0.0,0,2025-01-24 13:57:42.041563,80530586,20.4775
189,0,0.0,0,2025-01-24 13:57:42.041753,80530776,20.4775
190,0,0.0,0,2025-01-24 13:57:42.041944,80530967,20.4775
191,0,0.0,0,2025-01-24 13:57:42.042135,80531158,20.4775
192,0,0.0,0,2025-01-24 13:57:42.042325,80531348,20.4775
193,0,0.0,0,2025-01-24 13:57:42.042516,80531539,20.4775
194,0,0.0,0,2025-01-24 13:57:42.042707,80531730,20.4775
195,0,0.0,0,2025-01-24 13:57:42.042897,80531920,20.4775
196,0,0.0,0,2025-01-24 13:57:42.043088,80532111,20.4775
197,0,0.0,0,2025-01-24 13:57:42.043279,80532302,20.4775
198,0,0.0,0,2025-01-24 13:57:42.043470,80532493,20.4775
199,0,0.0,0,2025-01-24 13:57:42.043660,80532683,20.4775
200,0,0.0,0,2025-01-24 13:57:42.043851,80532874,20.4775
201,0,0.0,0,2025-01-24 13:57:42.044042,80533065,20.4775
202,0,0.0,0,2025-01-24 13:57:42.044232,80533255,20.4775
203,0,0.0,1,2025-01-24 13:57:42.044423,80533446,20.4775
204,0,0.0,1,2025-01-24 13:57:42.044614,80533637,20.4775
205,0,0.0,0,2025-01-24 13:57:42.044804,80533827,20.4775
206,0,0.0,0,2025-01-24 13:57:42.044995,80534018,20.4775
207,0,0.0,0,2025-01-24 13:57:42.045186,80534209,20.4775
208,0,0.0,0,2025-01-24 13:57:42.045376,80534399,20.4775
209,0,0.0,0,2025-01-24 13:57:42.045567,80534590,20.4775
210,0,0.0,0,2025-01-24 13:57:42.045758,80534781,20.4775
211,0,0.0,0,2025-01-24 13:57:42.045948,80534971,20.4775
212,0,0.0,0,2025-01-24 13:57:42.046139,80535162,20.4775
213,0,0.0,1,2025-01-24 13:57:42.046330,80535353,20.4775
214,0,0.0,1,2025-01-24 13:57:42.046521,80535544,20.4775
215,0,0.0,1,2025-01-24 13:57:42.046711,80535734,20.4775
216,0,0.0,1,2025-01-24 13:57:42.046902,80535925,20.4775
217,0,0.0,1,2025-01-24 13:57:42.047093,80536116,20.4775
218,0,0.0,1,2025-01-24 13:57:42.047283,80536306,20.4775
219,0,0.0,1,2025-01-24 13:57:42.047474,80536497,20.4775
220,0,0.0,1,2025-01-24 13:57:42.047665,80536688,20.4775
221,0,0.0,1,2025-01-24 13:57:42.047855,80536878,20.4775
222,0,0.0,1,2025-01-24 13:57:42.048046,80537069,20.4775
223,0,0.0,1,2025-01-24 13:57:42.048237,80537260,20.4775
224,0,0.0,0,2025-01-24 13:57:42.048428,80537451,20.4775
225,0,0.0,0,2025-01-24 13:57:42.048618,80537641,20.4775
226,0,0.0,0,2025-01-24 13:57:42.048809,80537832,20.4775
227,0,0.0,0,2025-01-24 13:57:42.049000,80538023,20.4775
228,0,0.0,0,2025-01-24 13:57:42.049190,80538213,20.4775
229,0,0.0,0,2025-01-24 13:57:42.049381,80538404,20.4775
230,0,0.0,0,2025-01-24 13:57:42.049572,80538595,20.4775
231,0,0.0,0,2025-01-24 13:57:42.049762,80538785,20.4775
232,0,0.0,0,2025-01-24 13:57:42.049953,80538976,20.4775
233,0,0.0,0,2025-01-24 13:57:42.050144,80539167,20.4775
234,0,0.0,0,2025-01-24 13:57:42.050334,80539357,20.4775
235,0,0.0,0,2025-01-24 13:57:42.050525,80539548,20.4775
236,0,0.0,0,2025-01-24 13:57:42.050720,80539743,20.4775
237,0,0.0,0,2025-01-24 13:57:42.050906,80539929,20.4775
238,0,0.0,0,2025-01-24 13:57:42.051097,80540120,20.4775
239,0,0.0,0,2025-01-24 13:57:42.051288,80540311,20.4775
240,0,0.0,0,2025-01-24 13:57:42.051478,80540501,20.4775
241,0,0.0,0,2025-01-24 13:57:42.051669,80540692,20.4775
242,0,0.0,0,2025-01-24 13:57:42.051860,80540883,20.4775
243,0,0.0,0,2025-01-24 13:57:42.052051,80541074,20.4775
244,0,0.0,0,2025-01-24 13:57:42.052241,80541264,20.4775
245,0,0.0,0,2025-01-24 13:57:42.052432,80541455,20.4775
246,0,0.0,0,2025-01-24 13:57:42.052623,80541646,20.4775
247,0,0.0,0,2025-01-24 13:57:42.052813,80541836,20.4775
248,0,0.0,0,2025-01-24 13:57:42.053004,80542027,20.4775
249,0,0.0,0,2025-01-24 13:57:42.053195,80542218,20.4775
250,0,0.0,0,2025-01-24 13:57:42.053385,80542408,20.4775
251,0,0.0,0,2025-01-24 13:57:42.053576,80542599,20.4775
252,0,0.0,0,2025-01-24 13:57:42.053767,80542790,20.4775
253,0,0.0,0,2025-01-24 13:57:42.053957,80542980,20.4775
254,0,0.0,0,2025-01-24 13:57:42.054148,80543171,20.4775
255,0,0.0,0,2025-01-24 13:57:42.054339,80543362,20.4775
256,0,0.0,0,2025-01-24 13:57:42.054529,80543552,20.4775
257,0,0.0,0,2025-01-24 13:57:42.054720,80543743,20.4775
258,0,0.0,0,2025-01-24 13:57:42.054911,80543934,20.4775
259,0,0.0,0,2025-01-24 13:57:42.055102,80544125,20.4775
260,0,0.0,0,2025-01-24 13:57:42.055292,80544315,20.4775
261,0,0.0,0,2025-01-24 13:57:42.055482,80544505,20.4775
262,0,0.0,0,2025-01-24 13:57:42.055671,80544694,20.4775
263,0,0.0,0,2025-01-24 13:57:42.055861,80544884,17.650000000000002
264,0,0.0,0,2025-01-24 13:57:42.056049,80545072,14.0425
265,0,0.0,0,2025-01-24 13:57:42.056237,80545260,10.3575
266,0,0.0,0,2025-01-24 13:57:42.056425,80545448,6.875
267,0,0.0,0,2025-01-24 13:57:42.056613,80545636,3.7825
268,0,0.0,0,2025-01-24 13:57:42.056802,80545825,1.4000000000000001
269,0,0.0,0,2025-01-24 13:57:42.991966,81480989,20.4775
270,0,0.0,0,2025-01-24 13:57:42.992155,81481178,20.4775
271,0,0.0,0,2025-01-24 13:57:42.992343,81481366,20.4775
272,0,0.0,0,2025-01-24 13:57:42.992532,81481555,20.4775
273,0,0.0,0,2025-01-24 13:57:42.992721,81481744,20.4775
274,0,0.0,0,2025-01-24 13:57:42.992910,81481933,20.4775
275,0,0.0,0,2025-01-24 13:57:42.993099,81482122,20.4775
276,0,0.0,0,2025-01-24 13:57:42.993288,81482311,20.4775
277,0,0.0,0,2025-01-24 13:57:42.993477,81482500,20.4775
278,0,0.0,0,2025-01-24 13:57:42.993665,81482688,20.4775
279,0,0.0,0,2025-01-24 13:57:42.993854,81482877,20.4775
280,0,0.0,0,2025-01-24 13:57:42.994043,81483066,20.4775
281,0,0.0,0,2025-01-24 13:57:42.994232,81483255,20.4775
282,0,0.0,0,2025-01-24 13:57:42.994421,81483444,20.4775
283,0,0.0,0,2025-01-24 13:57:42.994610,81483633,20.4775
284,0,0.0,0,2025-01-24 13:57:42.994831,81483854,20.4775
285,0,0.0,0,2025-01-24 13:57:42.994987,81484010,20.4775
286,0,0.0,0,2025-01-24 13:57:42.995176,81484199,20.4775
287,0,0.0,0,2025-01-24 13:57:42.995365,81484388,20.4775
288,0,0.0,0,2025-01-24 13:57:42.995554,81484577,20.4775
289,0,0.0,0,2025-01-24 13:57:42.995743,81484766,20.4775
290,0,0.0,0,2025-01-24 13:57:42.995932,81484955,20.4775
291,0,0.0,0,2025-01-24 13:57:43.000936,81489959,20.4775
292,0,0.0,0,2025-01-24 13:57:43.001125,81490148,20.4775
293,0,0.0,0,2025-01-24 13:57:43.001314,81490337,20.4775
294,0,0.0,0,2025-01-24 13:57:43.001503,81490526,20.4775
295,0,0.0,0,2025-01-24 13:57:43.001692,81490715,20.4775
296,0,0.0,0,2025-01-24 13:57:43.001881,81490904,20.4775
297,0,0.0,0,2025-01-24 13:57:43.002070,81491093,20.4775
298,0,0.0,0,2025-01-24 13:57:43.002259,81491282,20.4775
299,0,0.0,0,2025-01-24 13:57:43.002447,81491470,20.4775
300,0,0.0,0,2025-01-24 13:57:43.002636,81491659,20.4775
301,0,0.0,0,2025-01-24 13:57:43.002825,81491848,20.4775
302,0,0.0,0,2025-01-24 13:57:43.003014,81492037,20.4775
303,0,0.0,0,2025-01-24 13:57:43.003202,81492225,20.4775
304,0,0.0,0,2025-01-24 13:57:43.003391,81492414,20.4775
305,0,0.0,0,2025-01-24 13:57:43.003580,81492603,20.4775
306,0,0.0,0,2025-01-24 13:57:43.183398,81672421,20.4775
307,0,0.0,0,2025-01-24 13:57:43.183587,81672610,20.4775
308,0,0.0,0,2025-01-24 13:57:43.183776,81672799,20.4775
309,0,0.0,0,2025-01-24 13:57:43.183965,81672988,20.4775
310,0,0.0,0,2025-01-24 13:57:43.184153,81673176,20.4775
311,0,0.0,0,2025-01-24 13:57:43.184342,81673365,20.4775
312,0,0.0,0,2025-01-24 13:57:43.184531,81673554,20.4775
313,0,0.0,0,2025-01-24 13:57:43.184720,81673743,20.4775
314,0,0.0,0,2025-01-24 13:57:43.184908,81673931,20.4775
315,0,0.0,0,2025-01-24 13:57:43.185097,81674120,20.4775
316,0,0.0,0,2025-01-24 13:57:43.185286,81674309,20.4775
317,0,0.0,0,2025-01-24 13:57:43.185474,81674497,20.4775
318,0,0.0,0,2025-01-24 13:57:43.185663,81674686,20.4775
319,0,0.0,0,2025-01-24 13:57:43.185852,81674875,20.4775
320,0,0.0,0,2025-01-24 13:57:43.186041,81675064,20.4775
321,0,0.0,0,2025-01-24 13:57:43.186230,81675253,20.4775
322,0,0.0,0,2025-01-24 13:57:43.186418,81675441,20.4775
323,0,0.0,0,2025-01-24 13:57:43.186607,81675630,20.4775
324,0,0.0,0,2025-01-24 13:57:43.186796,81675819,20.4775
325,0,0.0,0,2025-01-24 13:57:43.186985,81676008,20.4775
326,0,0.0,0,2025-01-24 13:57:43.187173,81676196,20.4775
327,0,0.0,0,2025-01-24 13:57:43.187362,81676385,20.4775
328,0,0.0,0,2025-01-24 13:57:43.187551,81676574,20.4775
329,0,0.0,0,2025-01-24 13:57:43.187739,81676762,20.4775
330,0,0.0,0,2025-01-24 13:57:43.187928,81676951,20.4775
331,0,0.0,0,2025-01-24 13:57:43.188116,81677139,20.4775
332,0,0.0,0,2025-01-24 13:57:43.188305,81677328,20.4775
333,0,0.0,0,2025-01-24 13:57:43.188494,81677517,20.4775
334,0,0.0,0,2025-01-24 13:57:43.188682,81677705,20.4775
335,0,0.0,0,2025-01-24 13:57:43.188871,81677894,20.4775
336,0,0.0,0,2025-01-24 13:57:43.189059,81678082,20.4775
337,0,0.0,0,2025-01-24 13:57:43.189248,81678271,20.4775
338,0,0.0,0,2025-01-24 13:57:43.189436,81678459,20.4775
339,0,0.0,0,2025-01-24 13:57:43.189625,81678648,20.4775
340,0,0.0,0,2025-01-24 13:57:43.189813,81678836,20.4775
341,0,0.0,0,2025-01-24 13:57:43.190002,81679025,20.4775
342,0,0.0,1,2025-01-24 13:57:43.190190,81679213,20.4775
343,0,0.0,1,2025-01-24 13:57:43.190379,81679402,20.4775
344,0,0.0,1,2025-01-24 13:57:43.190567,81679590,20.4775
345,0,0.0,1,2025-01-24 13:57:43.190756,81679779,20.4775
346,0,0.0,0,2025-01-24 13:57:43.190944,81679967,20.4775
347,0,0.0,0,2025-01-24 13:57:43.191133,81680156,20.4775
348,0,0.0,0,2025-01-24 13:57:43.191322,81680345,20.4775
349,0,0.0,0,2025-01-24 13:57:43.191510,81680533,20.4775
350,0,0.0,0,2025-01-24 13:57:43.191699,81680722,20.4775
351,0,0.0,0,2025-01-24 13:57:43.191887,81680910,20.4775
352,0,0.0,0,2025-01-24 13:57:43.192076,81681099,20.4775
353,0,0.0,0,2025-01-24 13:57:43.192265,81681288,20.4775
354,0,0.0,0,2025-01-24 13:57:43.192454,81681477,20.4775
355,0,0.0,0,2025-01-24 13:57:43.192642,81681665,20.4775
356,0,0.0,0,2025-01-24 13:57:43.192831,81681854,20.4775
357,0,0.0,0,2025-01-24 13:57:43.193020,81682043,20.4775
358,0,0.0,0,2025-01-24 13:57:43.193208,81682231,20.4775
359,0,0.0,0,2025-01-24 13:57:43.193397,81682420,20.4775
360,0,0.0,0,2025-01-24 13:57:43.193586,81682609,20.4775
361,0,0.0,0,2025-01-24 13:57:43.193775,81682798,20.4775
362,0,0.0,0,2025-01-24 13:57:43.193964,81682987,20.4775
363,0,0.0,0,2025-01-24 13:57:43.194152,81683175,20.4775
364,0,0.0,0,2025-01-24 13:57:43.194341,81683364,20.4775
365,0,0.0,0,2025-01-24 13:57:43.194530,81683553,20.4775
366,0,0.0,0,2025-01-24 13:57:43.194718,81683741,20.4775
367,0,0.0,0,2025-01-24 13:57:43.194907,81683930,20.4775
368,0,0.0,0,2025-01-24 13:57:43.195096,81684119,20.4775
369,0,0.0,0,2025-01-24 13:57:43.195297,81684320,20.4775
370,0,0.0,0,2025-01-24 13:57:43.202268,81691291,20.4775
371,0,0.0,0,2025-01-24 13:57:43.202457,81691480,20.4775
372,0,0.0,0,2025-01-24 13:57:43.202645,81691668,20.4775
373,0,0.0,0,2025-01-24 13:57:43.202834,81691857,20.4775
374,0,0.0,0,2025-01-24 13:57:43.203023,81692046,20.4775
375,0,0.0,0,2025-01-24 13:57:43.203212,81692235,20.4775
376,0,0.0,0,2025-01-24 13:57:43.203400,81692423,20.4775
377,0,0.0,0,2025-01-24 13:57:43.203589,81692612,20.4775
378,0,0.0,0,2025-01-24 13:57:43.203778,81692801,20.4775
379,0,0.0,0,2025-01-24 13:57:43.203967,81692990,20.4775
380,0,0.0,0,2025-01-24 13:57:43.204156,81693179,20.4775
381,0,0.0,0,2025-01-24 13:57:43.204344,81693367,20.4775
382,0,0.0,0,2025-01-24 13:57:43.204533,81693556,20.4775
383,0,0.0,0,2025-01-24 13:57:43.204722,81693745,20.4775
384,0,0.0,0,2025-01-24 13:57:43.204916,81693939,20.4775
385,0,0.0,0,2025-01-24 13:57:43.205099,81694122,20.4775
386,0,0.0,0,2025-01-24 13:57:43.205288,81694311,20.4775
387,0,0.0,0,2025-01-24 13:57:43.205477,81694500,20.4775
388,0,0.0,0,2025-01-24 13:57:43.205665,81694688,20.4775
389,0,0.0,0,2025-01-24 13:57:43.205854,81694877,20.4775
390,0,0.0,0,2025-01-24 13:57:43.206043,81695066,20.4775
391,0,0.0,0,2025-01-24 13:57:43.207176,81696199,20.4775
392,0,0.0,0,2025-01-24 13:57:43.207364,81696387,20.4775
393,0,0.0,0,2025-01-24 13:57:43.207553,81696576,20.4775
394,0,0.0,0,2025-01-24 13:57:43.207742,81696765,20.4775
395,0,0.0,0,2025-01-24 13:57:43.207931,81696954,20.4775
396,0,0.0,0,2025-01-24 13:57:43.208120,81697143,20.4775
397,0,0.0,0,2025-01-24 13:57:43.208308,81697331,20.4775
398,0,0.0,0,2025-01-24 13:57:43.210384,81699407,20.4775
399,0,0.0,0,2025-01-24 13:57:43.210573,81699596,20.4775
400,0,0.0,0,2025-01-24 13:57:43.210762,81699785,20.4775
401,0,0.0,0,2025-01-24 13:57:43.210950,81699973,20.4775
402,0,0.0,0,2025-01-24 13:57:43.211139,81700162,20.4775
403,0,0.0,0,2025-01-24 13:57:43.211328,81700351,20.4775
404,0,0.0,0,2025-01-24 13:57:43.211516,81700539,20.4775
405,0,0.0,0,2025-01-24 13:57:43.211705,81700728,20.4775
406,0,0.0,0,2025-01-24 13:57:43.211893,81700916,20.4775
407,0,0.0,0,2025-01-24 13:57:43.212082,81701105,20.4775
408,0,0.0,0,2025-01-24 13:57:43.212270,81701293,20.4775
409,0,0.0,0,2025-01-24 13:57:43.297947,81786970,20.4775
410,0,0.0,0,2025-01-24 13:57:43.298136,81787159,20.4775
411,0,0.0,0,2025-01-24 13:57:43.298324,81787347,20.4775
412,0,0.0,0,2025-01-24 13:57:43.298513,81787536,20.4775
413,0,0.0,0,2025-01-24 13:57:43.298701,81787724,20.4775
414,0,0.0,0,2025-01-24 13:57:43.298890,81787913,20.4775
415,0,0.0,0,2025-01-24 13:57:43.299078,81788101,20.4775
416,0,0.0,0,2025-01-24 13:57:43.299267,81788290,20.4775
417,0,0.0,0,2025-01-24 13:57:43.299455,81788478,20.4775
418,0,0.0,0,2025-01-24 13:57:43.299644,81788667,20.4775
419,0,0.0,0,2025-01-24 13:57:43.299832,81788855,20.4775
420,0,0.0,0,2025-01-24 13:57:43.300021,81789044,20.4775
421,0,0.0,0,2025-01-24 13:57:43.300209,81789232,20.4775
422,0,0.0,0,2025-01-24 13:57:43.300398,81789421,20.4775
423,0,0.0,0,2025-01-24 13:57:43.300586,81789609,20.4775
424,0,0.0,0,2025-01-24 13:57:43.300775,81789798,20.4775
425,0,0.0,0,2025-01-24 13:57:43.300963,81789986,20.4775
426,0,0.0,0,2025-01-24 13:57:43.301151,81790174,20.4775
427,0,0.0,0,2025-01-24 13:57:43.301340,81790363,20.4775
428,0,0.0,0,2025-01-24 13:57:43.301528,81790551,20.4775
429,0,0.0,0,2025-01-24 13:57:43.301717,81790740,20.4775
430,0,0.0,0,2025-01-24 13:57:43.301905,81790928,20.4775
431,0,0.0,0,2025-01-24 13:57:43.302094,81791117,20.4775
432,0,0.0,0,2025-01-24 13:57:43.302282,81791305,20.4775
433,0,0.0,0,2025-01-24 13:57:43.302470,81791493,20.4775
434,0,0.0,0,2025-01-24 13:57:43.302658,81791681,20.4775
435,0,0.0,0,2025-01-24 13:57:43.302846,81791869,20.4775
436,0,0.0,0,2025-01-24 13:57:43.303035,81792058,20.4775
437,0,0.0,0,2025-01-24 13:57:43.303223,81792246,20.4775
438,0,0.0,0,2025-01-24 13:57:43.303411,81792434,20.4775
439,0,0.0,0,2025-01-24 13:57:43.303599,81792622,20.4775
440,0,0.0,0,2025-01-24 13:57:43.303787,81792810,20.4775
441,0,0.0,0,2025-01-24 13:57:43.303976,81792999,20.4775
442,0,0.0,0,2025-01-24 13:57:43.304164,81793187,20.4775
443,0,0.0,0,2025-01-24 13:57:43.304352,81793375,20.4775
444,0,0.0,0,2025-01-24 13:57:43.304541,81793564,20.4775
445,0,0.0,0,2025-01-24 13:57:43.304729,81793752,20.4775
446,0,0.0,0,2025-01-24 13:57:43.304918,81793941,20.4775
447,0,0.0,0,2025-01-24 13:57:43.305106,81794129,20.4775
448,0,0.0,0,2025-01-24 13:57:43.305294,81794317,20.4775
449,0,0.0,0,2025-01-24 13:57:43.305483,81794506,20.4775
450,0,0.0,0,2025-01-24 13:57:43.305671,81794694,20.4775
451,0,0.0,0,2025-01-24 13:57:43.305860,81794883,20.4775
452,0,0.0,0,2025-01-24 13:57:43.306048,81795071,20.4775
453,0,0.0,0,2025-01-24 13:57:43.306236,81795259,20.4775
454,0,0.0,0,2025-01-24 13:57:43.306425,81795448,20.4775
455,0,0.0,0,2025-01-24 13:57:43.306613,81795636,20.4775
456,0,0.0,0,2025-01-24 13:57:43.306801,81795824,20.4775
457,0,0.0,0,2025-01-24 13:57:43.306989,81796012,20.4775
458,0,0.0,0,2025-01-24 13:57:43.307178,81796201,20.4775
459,0,0.0,0,2025-01-24 13:57:43.307366,81796389,20.4775
460,0,0.0,0,2025-01-24 13:57:43.307554,81796577,20.4775
